CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10459,598.78776,1,519,0,519,0,0.818182,0,0.636364,0,0,9,4500,621.255763,210.248259,0,11
C10460,3143.928913,1,3055.87,3055.87,0,0,0.75,0.75,0,0,0,26,4500,2198.293667,784.387878,0,12
C10461,5580.530306,1,2470.4,457.73,2012.67,1652.878895,0.5,0.083333,0.5,0.083333,1,19,9500,3340.041274,3024.949485,0,12
C10462,576.635957,1,1671.6,480,1191.6,0,1,0.333333,1,0,0,48,1800,1021.907217,179.585842,0,12
C10463,51.818382,0.454545,903.36,903.36,0,0,0.25,0.25,0,0,0,6,15000,538.841222,41.302445,0,12
C10466,1036.595935,1,0,0,0,193.738137,0,0,0,0.083333,1,0,1200,274.653536,327.072615,0,12
C10467,21.12921,0.545455,229.5,54,175.5,0,0.5,0.083333,0.416667,0,0,7,3150,423.206638,157.471831,0.714286,12
C10468,1534.969344,1,1476.19,1476.19,0,0,1,1,0,0,0,23,2500,1493.919986,382.989143,0,12
C10469,4994.04832,1,2506.89,2506.89,0,0,0.75,0.75,0,0,0,30,8500,1230.219396,1646.973276,0,12
C10470,4700.106602,1,2570,492.46,2077.54,124.563782,0.75,0.166667,0.666667,0.166667,2,40,4500,3259.958288,5620.295192,0,12
C10471,9601.071318,1,238.34,0,238.34,4809.11955,0.833333,0,0.833333,1,8,5,15000,1194.510762,1206.257247,0,6
C10472,1207.888199,0.875,1342.36,1037.96,304.4,1738.109478,0.875,0.875,0.5,0.25,2,27,4000,288.883026,312.026316,0,8
C10473,87.442862,0.818182,786.32,186.32,600,0,0.636364,0.090909,0.545455,0,0,7,7500,881.284581,97.186371,0.666667,11
C10474,123.394089,0.909091,1450.68,0,1450.68,0,1,0,1,0,0,20,6000,1583.421932,137.826186,0.454545,12
C10475,395.052994,1,1239.46,752.28,487.18,0,0.666667,0.416667,0.416667,0,0,14,1500,401.217047,177.766827,0,12
C10476,1715.459275,1,96.75,34.65,62.1,19.141227,0.333333,0.083333,0.25,0.083333,1,7,1800,452.225512,411.612521,0,12
C10477,1492.039988,1,4106.15,2688.46,1417.69,734.816479,0.333333,0.25,0.416667,0.083333,1,50,12000,9678.173119,606.899183,0.5,12
C10478,636.669685,1,2022.38,1892.38,130,0,0.916667,0.916667,0.333333,0,0,19,6000,939.306791,301.000749,0,12
C10480,223.772475,1,3654.08,291.41,3362.67,0,1,0.166667,1,0,0,32,2500,3301.334578,180.338402,0.333333,12
C10481,1122.603377,1,883.73,457.62,426.11,0,0.833333,0.333333,0.75,0,0,26,3000,632.062443,568.410749,0,12
C10482,805.131074,1,795.54,167.4,628.14,418.482499,1,0.166667,1,0.083333,1,20,1700,1804.065076,261.258072,0,12
C10483,869.001444,1,0,0,0,278.591282,0,0,0,0.083333,1,0,1200,541.101815,286.374289,0,12
C10484,4458.055159,1,0,0,0,2806.959645,0,0,0,0.583333,18,0,7500,1088.755323,1189.693931,0,12
C10485,2070.069187,1,1382.57,1077.75,304.82,0,1,0.666667,0.833333,0,0,33,2400,1580.0815,466.772558,0,12
C10486,52.229659,1,565.5,0,565.5,101.137379,1,0,1,0.083333,1,14,8500,2768.795805,199.803721,0.25,12
C10487,6426.639738,1,4462.86,2816.46,1646.4,4599.625146,1,0.833333,0.916667,0.333333,11,103,11800,1793.043228,3101.01703,0,12
C10488,206.596865,0.363636,1726.67,1726.67,0,0,0.166667,0.166667,0,0,0,4,6000,4804.383296,128.834658,0,12
C10489,5810.748774,1,217,217,0,12377.36037,0.166667,0.166667,0,0.583333,16,2,9000,10428.37611,1599.353926,0.166667,12
C10490,3872.605467,1,0,0,0,1483.933054,0,0,0,0.416667,8,0,4000,1067.405461,911.08543,0,12
C10491,2597.400267,1,1748.73,518.44,1230.29,0,1,0.416667,1,0,0,31,6500,2497.488126,1584.520204,0,12
C10492,1481.43247,1,0,0,0,149.36039,0,0,0,0.083333,1,0,1800,586.426259,494.954634,0,12
C10493,1135.53683,1,50.98,0,50.98,0,0.333333,0,0.333333,0,0,4,1200,320.592941,385.347014,0,12
C10494,3430.981532,1,378.04,0,378.04,0,0.166667,0,0.166667,0,0,4,11300,4315.936534,4483.503862,0,12
C10495,4102.599015,1,1483.12,1085.19,397.93,1992.715742,0.833333,0.25,0.583333,0.166667,3,30,5000,1357.36111,1919.690041,0,12
C10497,150.952465,0.727273,6407.67,3725.33,2682.34,0,1,0.666667,1,0,0,44,14500,3484.429075,108.937025,0.3,12
C10498,3170.537693,0.909091,0,0,0,1161.103112,0,0,0,0.181818,2,0,3500,547.23924,1111.251287,0,11
C10501,911.281862,1,70,70,0,0,0.083333,0.083333,0,0,0,1,8500,566.292758,218.497636,0,12
C10502,45.753138,0.545455,449.96,0,449.96,0,0.5,0,0.5,0,0,8,7000,1023.209164,127.78905,0.6,12
C10503,456.648662,1,3355.33,2305.33,1050,0,0.916667,0.583333,0.833333,0,0,27,6500,2087.871747,207.584121,0.363636,12
C10504,198.035504,0.545455,0,0,0,14371.78789,0,0,0,0.25,3,0,10000,14481.46544,19.492021,0,12
C10505,473.840442,0.727273,0,0,0,818.124484,0,0,0,0.333333,12,0,3000,142.286073,164.391437,0,12
C10506,285.813075,1,3220.09,2941.39,278.7,0,1,1,0.416667,0,0,24,15000,826.764555,212.075152,1,12
C10507,204.329381,1,6558.55,6558.55,0,0,1,1,0,0,0,74,7000,5872.707939,169.703195,0.916667,12
C10508,3690.177649,1,0,0,0,1328.643945,0,0,0,0.5,11,0,4000,1006.358943,1819.542692,0,12
C10509,327.445978,1,4305.05,2905.71,1399.34,0,1,0.916667,0.916667,0,0,38,9500,4030.061017,197.534405,0.666667,12
C10510,6856.045926,1,262.1,262.1,0,3053.777459,0.166667,0.166667,0,0.333333,13,5,13000,1629.239381,1998.044046,0,12
C10511,155.644239,0.727273,1626.83,828.85,797.98,0,0.75,0.75,0.166667,0,0,17,13000,1924.101393,123.522314,0.571429,12
C10512,4263.008734,1,3522.57,1482,2040.57,2485.845274,1,0.333333,1,0.25,6,25,6000,1165.621928,1520.54755,0,12
C10513,10249.71178,1,0,0,0,2438.356719,0,0,0,0.333333,9,0,18000,2662.365409,2539.198217,0,12
C10514,813.185305,1,8194.05,7280.27,913.78,0,1,1,1,0,0,121,6000,7069.804042,216.277252,0.583333,12
C10515,911.893997,1,1604.8,1527.3,77.5,1302.014616,0.25,0.25,0.083333,0.083333,2,11,4500,191.366024,307.812023,0.083333,12
C10516,3563.23692,1,709.9,609.9,100,779.264494,1,1,0.083333,0.166667,2,16,7000,826.576112,817.39586,0,12
C10517,12478.17286,1,174,174,0,3269.418821,0.25,0.25,0,0.666667,21,3,14000,3251.190662,3872.099498,0,12
C10518,2061.27937,1,0,0,0,554.11523,0,0,0,0.25,3,0,4500,552.713988,585.776445,0,12
C10519,1556.376158,1,0,0,0,655.037683,0,0,0,0.583333,16,0,1700,1076.722225,1206.741644,0,12
C10520,126.207012,0.636364,913,0,913,0,0.416667,0,0.333333,0,0,5,7500,1718.487894,140.181283,1,12
C10521,2516.753364,1,606.62,598.95,7.67,0,0.833333,0.833333,0.083333,0,0,14,2750,1043.617154,1342.522124,0,12
C14211,3035.951276,1,0,0,0,711.169986,0,0,0,0.666667,14,0,6000,710.84163,701.869995,0,12
C14212,105.069311,1,1344.87,1344.87,0,0,0.916667,0.916667,0,0,0,12,1700,1461.200691,176.308343,0.25,12
C14213,2446.709596,1,0,0,0,5281.049743,0,0,0,0.25,6,0,5000,5695.396335,696.156899,0,12
C14214,295.374207,0.909091,0,0,0,2032.983385,0,0,0,0.25,4,0,1200,2781.869782,174.631958,0,12
C14215,822.755885,1,531.14,359.24,171.9,0,1,0.428571,0.571429,0,0,10,3000,267.707871,117.131173,0,7
C14216,4433.582508,1,0,0,0,1434.153185,0,0,0,0.416667,9,0,5500,6801.553821,1209.064809,0.083333,12
C14217,2785.584338,1,0,0,0,144.330518,0,0,0,0.1,1,0,3000,446.776969,733.62973,0,10
C14218,10116.70899,1,10166.69,3300,6866.69,0,0.833333,0.333333,0.666667,0,0,45,14000,2190.466875,4253.469898,0,12
C14219,9440.796576,1,0,0,0,5831.378,0,0,0,0.666667,13,0,13000,2031.387858,2432.132089,0,12
C14220,1435.975897,1,418.56,418.56,0,0,0.333333,0.333333,0,0,0,4,2150,950.209773,466.163755,0,12
C14221,1160.514847,1,3726.79,664,3062.79,0,1,0.083333,1,0,0,89,3000,3312.651656,310.179028,0.083333,12
C14222,634.759973,1,19.91,0,19.91,0,0.083333,0,0.083333,0,0,1,6000,610.491342,246.804668,0,12
C14223,45.785125,0.636364,12,0,12,166.160258,1,0,0.916667,0.083333,3,12,1200,39.556692,46.550149,0,12
C14224,968.504914,1,257.71,45.65,212.06,0,0.166667,0.083333,0.166667,0,0,4,1000,623.314494,842.242726,0,12
C14225,200.806352,1,1957.45,1799.14,158.31,0,1,1,0.166667,0,0,49,6000,1934.825977,193.934077,0.75,12
C14226,1634.559235,1,1062.94,1006.18,56.76,0,0.583333,0.5,0.166667,0,0,15,1800,584.660133,1332.692469,0,12
C14227,1839.926709,1,487.75,0,487.75,266.614527,0.5,0,0.416667,0.083333,1,9,3500,791.115227,385.482464,0,12
C14228,6743.313868,1,5591.26,1770.5,3820.76,1074.347669,1,1,1,0.25,4,162,9500,2314.208069,1682.939354,0,12
C14229,1267.054186,1,0,0,0,1253.614385,0,0,0,0.166667,8,0,1500,209.297618,470.721288,0,12
C14230,2778.737121,1,1973,1973,0,0,0.166667,0.166667,0,0,0,2,6500,630.766685,728.216731,0,12
C14231,1138.592025,1,327.99,248.99,79,0,0.333333,0.25,0.166667,0,0,9,1200,559.386373,902.962826,0,12
C14232,195.361788,1,0,0,0,368.716548,0,0,0,0.083333,1,0,8500,153.610279,165.079071,0,12
C14233,8.576818,0.181818,80,80,0,0,0.083333,0.083333,0,0,0,1,7500,76.188977,14.667507,0,12
C14234,117.439961,0.636364,0,0,0,279.060127,0,0,0,0.083333,1,0,750,657.048813,189.20871,0,12
C14235,3803.111606,1,2025.96,541.39,1484.57,0,1,0.333333,0.833333,0,0,51,5600,1354.420552,990.395353,0,12
C14236,841.744925,0.777778,2481.55,2481.55,0,0,0.555556,0.555556,0,0,0,9,5000,524.564867,275.814651,0,9
C14237,153.602336,0.181818,0,0,0,962.466343,0,0,0,0.083333,1,0,1800,19.342419,37.240196,0,12
C14238,382.449723,1,4162.66,917.78,3244.88,0,1,0.416667,1,0,0,60,5000,4103.998759,190.768834,0.833333,12
C14239,4375.13933,1,32.1,0,32.1,1830.046883,0.083333,0,0.083333,0.083333,1,1,6000,2303.317555,1141.011091,0,12
C14240,194.818874,1,1902.47,1902.47,0,0,0.916667,0.916667,0,0,0,11,7000,1896.961677,147.541524,0.75,12
C14241,2605.6002,1,0,0,0,4127.528187,0,0,0,0.25,5,0,12000,2077.205644,601.214943,0.083333,12
C14242,346.013906,0.818182,3561.31,1542.67,2018.64,0,0.75,0.333333,0.583333,0,0,39,5500,3156.901501,141.404986,0.5,12
C14243,404.582074,1,555.84,0,555.84,0,0.916667,0,0.916667,0,0,11,1500,229.068913,255.734095,0,12
C14244,0.933462,0.363636,0,0,0,39.348512,0,0,0,0.083333,1,0,6000,109.244925,36.387033,0,12
C14245,358.674215,0.727273,411.3,411.3,0,4327.056723,0.25,0.25,0,0.333333,9,4,2500,6981.148039,136.660716,0.2,12
C14246,36.005918,0.636364,463.36,0,463.36,0,0.333333,0,0.333333,0,0,4,7500,1070.3377,103.247226,0,12
C14247,2197.935434,1,0,0,0,1183.00691,0,0,0,0.166667,2,0,5000,5233.68971,765.44367,0,12
C14248,2525.493672,1,490,0,490,1470.99071,0.5,0,0.416667,0.5,20,6,6000,1130.147035,796.560224,0,12
C14249,3039.972975,1,5988.29,4484.77,1503.52,0,1,1,1,0,0,68,7000,2458.531724,878.361313,0,12
C14250,22.151355,0.333333,134.87,64.98,69.89,0,0.333333,0.166667,0.166667,0,0,3,3000,41.580849,81.595815,0,6
C14251,1077.459774,1,4342.68,3109.98,1232.7,385.830526,1,0.833333,0.833333,0.25,6,33,6900,4105.36943,321.561308,0.083333,12
C14252,58.647973,0.909091,528.65,108.32,420.33,0,0.666667,0.083333,0.416667,0,0,12,2000,539.9677,115.495581,0.571429,12
C14253,1718.034412,1,422.68,422.68,0,3406.374587,0.333333,0.333333,0,0.833333,25,4,3500,3752.094461,797.08178,0.083333,12
C14254,3907.641073,1,2001.35,147.84,1853.51,466.60762,1,0.083333,1,0.166667,2,141,4000,2111.180988,3216.413727,0,12
C14255,1189.030969,1,1122.3,1122.3,0,1425.965785,0.416667,0.416667,0,0.416667,9,9,4000,3231.526204,318.563445,0,12
C14256,18495.55855,1,5288.28,3657.3,1630.98,0,1,0.583333,1,0,0,76,22000,4246.168346,4227.08158,0,12
C14257,494.045664,1,583.2,240.44,342.76,0,1,0.25,0.916667,0,0,25,2000,370.803775,333.663101,0,12
C14258,520.441499,1,2170.6,2170.6,0,0,0.666667,0.666667,0,0,0,20,1500,1943.742193,179.996275,0.083333,12
C14259,4592.041153,1,0,0,0,178.893987,0,0,0,0.25,3,0,5000,1009.612835,1918.589524,0,12
C14260,2955.777008,1,0,0,0,3604.51247,0,0,0,0.7,12,0,11000,4398.578094,641.31761,0,10
C14261,2666.903576,1,0,0,0,779.396921,0,0,0,0.166667,2,0,3000,661.437579,768.949382,0,12
C14262,2015.554911,1,1446.48,493.88,952.6,0,0.666667,0.25,0.666667,0,0,27,13000,4537.716739,563.63857,0,12
C14263,8.447806,1,85.12,0,85.12,0,0.666667,0,0.583333,0,0,8,7000,100.258283,78.383013,0.454545,12
C14264,3447.674222,1,205,205,0,4548.057776,0.090909,0.090909,0,0.545455,7,1,10500,665.239171,817.844662,0,11
C14265,655.712971,1,264.35,202.8,61.55,0,0.333333,0.083333,0.166667,0,0,6,1500,180.129661,295.417192,0,12
C14266,3063.422164,0.727273,1646.48,555.73,1090.75,2934.748266,0.833333,0.333333,0.833333,0.166667,5,28,4500,6543.279871,2016.24126,0,12
C14267,478.787453,1,780.38,655.74,124.64,144.37846,0.5,0.416667,0.083333,0.083333,1,12,1500,1842.23355,217.989591,0.111111,12
C14268,697.141393,1,1027.28,567,460.28,0,0.583333,0.083333,0.416667,0,0,13,2000,1822.954828,175.169946,0,12
C14269,48.933642,1,632.84,0,632.84,0,1,0,1,0,0,21,1500,626.111312,168.599543,1,12
C14270,53.994628,1,257,257,0,0,0.083333,0.083333,0,0,0,3,6500,423.058905,63.502182,0.083333,12
C14271,3494.152843,1,2217.87,578.06,1639.81,2452.383654,1,0.25,0.916667,0.25,10,59,6500,2125.932737,1672.557449,0,12
C14272,180.32895,1,810.6,0,810.6,0,0.916667,0,0.833333,0,0,20,2500,700.22051,200.518843,0,12
C14273,63.930277,0.545455,626.98,589.1,37.88,0,0.416667,0.416667,0.083333,0,0,10,3000,450.633632,166.929549,0.5,12
C14274,1089.696979,0.833333,349.04,0,349.04,1477.68366,0.666667,0,0.5,0.333333,4,7,1500,231.019657,851.11955,0,6
C14275,123.396703,0.545455,0,0,0,1196.579583,0,0,0,0.166667,2,0,7000,2591.841437,111.691332,0.25,12
C14276,71.345309,1,1166.76,0,1166.76,0,1,0,1,0,0,12,3000,1137.865785,162.610445,0.75,12
C14277,1044.704008,1,1142.6,346,796.6,0,1,0.333333,1,0,0,61,5000,1881.871223,249.300419,0.083333,12
C14278,809.572784,1,691.66,691.66,0,992.321871,0.333333,0.333333,0,0.25,4,4,1500,1395.925667,263.711559,0,12
C14279,2165.436389,1,0,0,0,1016.336335,0,0,0,0.25,6,0,2500,435.64194,745.905341,0,12
C14280,123.632161,1,506,146,360,0,1,0.166667,1,0,0,14,6000,662.272892,184.935623,0.083333,12
C14281,546.398561,0.272727,0,0,0,2498.547619,0,0,0,0.25,7,0,3000,339.612072,512.58683,0,12
C14282,1032.031399,1,0,0,0,1143.502627,0,0,0,0.166667,4,0,1200,239.189487,613.232178,0,12
C14283,316.812739,1,2393.89,801.1,1592.79,2145.718983,1,0.833333,1,0.25,3,80,10000,4439.641308,176.119649,0.833333,12
C14284,715.64147,0.727273,0,0,0,1349.479114,0,0,0,0.25,6,0,1500,1967.176481,234.068674,0.125,12
C14285,24.976709,1,720.6,720.6,0,18.985087,1,1,0,0.083333,1,12,9000,664.033022,3.19794,0,12
C14286,826.018339,1,191.67,160.5,31.17,0,0.333333,0.25,0.083333,0,0,5,1200,443.248137,236.976635,0,12
C14287,134.613205,0.727273,0,0,0,447.255199,0,0,0,0.090909,1,0,2500,414.896217,200.076565,0,11
C14288,3749.634778,1,0,0,0,102.621184,0,0,0,0.090909,1,0,8000,1377.52604,933.115539,0,11
C14289,16.657046,0.363636,186.32,65,121.32,0,0.166667,0.083333,0.083333,0,0,4,600,28.317708,55.354917,0,12
C14290,69.945524,0.909091,41.4,0,41.4,0,0.333333,0,0.333333,0,0,4,1200,147.786034,162.510564,0,12
C14291,2224.065672,1,81.84,81.84,0,1570.966236,0.083333,0.083333,0,0.666667,12,5,2500,487.001643,968.791469,0,12
C14292,563.587232,1,1232.59,500.75,731.84,450.908415,1,0.5,0.833333,0.083333,1,31,4000,857.740923,218.063393,0,12
C14293,27.742435,0.272727,303.24,0,303.24,0,0.25,0,0.166667,0,0,3,3000,775.085467,177.669243,0,12
C14294,1018.880453,1,0,0,0,2583.510846,0,0,0,0.5,8,0,13000,1703.232165,243.18864,0,12
C14295,1221.439496,1,1045.76,959.22,86.54,1478.541555,0.888889,0.666667,0.555556,0.555556,9,21,2500,269.325785,324.838245,0,9
C14297,56.541208,0.272727,325.8,325.8,0,0,0.083333,0.083333,0,0,0,3,3200,1300.942779,136.804417,0,12
C14298,1604.476717,0.8,2619.7,2619.7,0,3041.40624,0.6,0.6,0,0.3,3,10,6000,2045.152399,330.428974,0.142857,10
C14299,39.086623,0.545455,374.63,91.63,283,0,0.5,0.083333,0.5,0,0,11,1600,767.182519,168.259829,1,12
C14300,378.001129,1,1884.04,1884.04,0,104.557174,0.416667,0.416667,0,0.083333,1,10,5000,2249.919761,164.460238,0.222222,12
C14301,3290.750214,1,974.72,974.72,0,0,1,1,0,0,0,25,10000,1064.701886,921.981349,0,12
C14302,66.723482,1,550.95,0,550.95,0,0.833333,0,0.75,0,0,16,4000,521.433223,151.236269,0.4,12
C14303,1987.232432,1,544.76,0,544.76,0,1,0,1,0,0,14,2000,1124.28278,1834.623457,0,12
C14304,869.702973,1,370.74,138.54,232.2,710.440728,0.916667,0.166667,0.666667,0.416667,15,11,1000,540.848608,215.056881,0,12
C14305,53.989299,0.857143,469.14,0,469.14,0,0.857143,0,0.714286,0,0,6,1500,446.737399,99.058125,0.8,7
C14306,151.787402,0.363636,1234.32,1234.32,0,0,0.083333,0.083333,0,0,0,3,10000,2837.676536,110.578379,0,12
C14307,5.856011,0.909091,827.4,0,827.4,0,1,0,1,0,0,12,6600,755.916603,34.528026,0.083333,12
C14308,5.1807,0.363636,0,0,0,1283.543377,0,0,0,0.083333,1,0,3000,1282.18451,57.570471,0,12
C14309,190.324034,1,322.33,238.97,83.36,0,0.25,0.083333,0.166667,0,0,3,6500,524.430161,175.583266,0,12
C14310,1645.780139,1,150,150,0,0,0.083333,0.083333,0,0,0,1,1800,550.522713,689.616683,0,12
C14311,8043.733112,1,99.5,99.5,0,3215.576129,0.166667,0.166667,0,0.333333,8,3,12500,1865.566177,2518.208896,0,12
C14312,2155.276706,1,66,66,0,5478.844017,0.083333,0.083333,0,0.75,30,1,5000,5100.05147,566.549873,0.083333,12
C14313,5619.654569,1,2457.53,1352.63,1104.9,6088.185478,1,0.571429,0.857143,0.571429,16,35,8000,1140.70277,1824.646248,0,7
C14314,429.157725,1,170,170,0,0,0.166667,0.166667,0,0,0,2,6500,694.899932,210.984965,0,12
C14315,1135.70375,1,92.07,0,92.07,81.509491,0.272727,0,0.181818,0.272727,3,3,1200,355.798199,434.689529,0,11
C14316,484.70724,0.714286,960,960,0,531.964001,0.142857,0.142857,0,0.285714,2,1,2000,199.836894,146.202669,0,7
C14317,96.799285,1,537.36,537.36,0,625.807503,1,1,0,0.083333,3,12,1500,1133.874141,185.212377,0.916667,12
C14318,18.558992,0.545455,86.4,0,86.4,0,0.333333,0,0.333333,0,0,4,2000,265.768812,177.572305,0,12
C14319,75.792862,1,1117.35,0,1117.35,0,1,0,1,0,0,16,5000,1060.951647,183.52695,1,12
C14320,1354.161432,1,0,0,0,602.502862,0,0,0,0.333333,11,0,1500,313.83656,393.651962,0,12
C14322,1276.549447,1,3355.73,1916.68,1439.05,887.518919,1,0.75,1,0.25,4,61,4000,1254.550076,391.089257,0.090909,12
C14323,1119.157048,1,133.9,133.9,0,269.234406,0.166667,0.166667,0,0.25,3,3,1200,427.35515,320.855529,0,12
C14324,889.090252,1,9751.9,5896.76,3855.14,0,1,1,0.916667,0,0,115,4500,8418.403666,206.69023,0.666667,12
C14325,22.695131,1,201.18,201.18,0,0,1,1,0,0,0,12,3000,189.904819,137.173328,0.363636,12
C14326,55.321121,0.909091,805.25,0,805.25,0,1,0,1,0,0,24,4000,797.688136,149.269198,0.9,12
C14327,432.860083,1,128.32,128.32,0,0,0.083333,0.083333,0,0,0,1,4750,239.784988,297.228184,0,12
C14328,3626.196814,1,475.36,0,475.36,1634.030482,0.833333,0,0.833333,0.416667,6,13,8500,1927.992694,1014.159287,0,12
C14329,534.728906,1,976.98,251.05,725.93,0,0.833333,0.666667,0.833333,0,0,18,7000,742.950103,237.529082,0,12
C14330,3645.191927,1,2311.83,2311.83,0,0,0.916667,0.916667,0,0,0,12,4500,1778.093952,1143.572365,0,12
C14331,12.423203,0.909091,2292.41,2003.99,288.42,96.310823,0.916667,0.916667,0.916667,0.083333,1,36,7500,2411.035394,41.854466,0,12
C14332,391.508345,0.888889,80.99,80.99,0,2867.104779,0.111111,0.111111,0,0.333333,3,1,1500,3855.328673,149.615036,0.2,9
C14333,5601.953934,1,0,0,0,3449.910317,0,0,0,0.416667,11,0,6000,1307.896832,1274.924905,0,12
C14334,240.110414,1,3510.42,1732.87,1777.55,0,0.916667,0.416667,0.75,0,0,37,6500,3868.013636,188.187607,0.545455,12
C14335,1500.034488,1,274.45,239.45,35,889.383583,0.25,0.25,0.083333,0.25,4,6,3000,500.083333,353.918592,0,12
C14336,1089.219786,1,639.15,639.15,0,443.668004,0.416667,0.416667,0,0.333333,5,11,3000,1095.752072,270.736901,0,12
C14337,952.26088,0.875,0,0,0,1202.332312,0,0,0,0.5,16,0,1200,218.402942,375.854321,0,8
C14338,1268.809031,0.272727,17945,17945,0,0,0.166667,0.166667,0,0,0,3,18000,50721.48336,1149.747342,0,12
C14339,935.167278,0.636364,1757.91,672,1085.91,1009.683036,0.583333,0.166667,0.416667,0.166667,5,8,1800,2279.094703,1396.253288,0,12
C14340,5.196923,0.545455,68.02,0,68.02,0,0.5,0,0.5,0,0,6,4000,125.516216,97.363421,0.5,12
C14341,5543.972323,1,0,0,0,2231.203315,0,0,0,0.333333,9,0,6000,1265.31093,1978.26824,0,12
C14342,77.684147,1,431.28,0,431.28,0,1,0,0.875,0,0,8,1000,342.768161,108.523334,0.333333,8
C14343,226.78538,1,210.64,210.64,0,0,0.083333,0.083333,0,0,0,1,3500,295.155445,176.886468,0,12
C14344,41.643083,1,212,212,0,0,0.083333,0.083333,0,0,0,1,1200,596.834019,47.139699,0.083333,12
C14345,291.663664,1,129,129,0,0,0.083333,0.083333,0,0,0,1,5500,284.596786,200.845446,0,12
C14346,1437.977941,1,229.94,229.94,0,901.185629,0.25,0.25,0,0.583333,10,4,1800,783.528158,394.172631,0,12
C14347,213.205306,0.818182,2536.27,370.5,2165.77,0,0.833333,0.083333,0.75,0,0,17,6000,2298.104409,154.476891,0.666667,12
C14348,2063.855487,1,220.4,220.4,0,2274.848149,0.083333,0.083333,0,0.666667,11,1,2500,468.683047,441.951462,0,12
C14349,13.649888,0.363636,129.16,129.16,0,0,0.166667,0.166667,0,0,0,2,15000,375.36099,135.625973,1,12
C14350,8477.970766,1,4837.88,2945.5,1892.38,289.117803,1,0.333333,0.916667,0.083333,1,36,15500,3695.744108,2794.373573,0,12
C14351,1117.00354,1,240,240,0,0,0.166667,0.166667,0,0,0,9,1200,366.532467,1020.099462,0,12
C14352,198.815177,1,247.5,0,247.5,0,0.166667,0,0.166667,0,0,3,4000,283.50846,249.335824,0,12
C14353,472.61828,1,4626.36,2974,1652.36,305.257038,1,0.833333,1,0.166667,2,67,3800,4549.881872,176.856716,1,12
C14354,1534.16579,1,0,0,0,635.299075,0,0,0,0.583333,11,0,1800,681.29005,439.318862,0,12
C14355,2092.971853,1,0,0,0,135.256159,0,0,0,0.333333,2,0,2500,275.676251,217.425205,0,6
C14356,1116.944017,1,182.64,182.64,0,109.600359,0.333333,0.333333,0,0.083333,1,4,1500,304.822958,347.685591,0,12
C14357,2006.680789,1,121.93,78.81,43.12,3398.994695,0.7,0.2,0.6,0.8,21,9,4000,375.493789,412.394326,0,10
C14358,251.715214,0.909091,2722.34,1744.63,977.71,0,0.75,0.75,0.583333,0,0,32,1200,2165.330989,167.725809,0.777778,12
C14359,3334.683766,1,0,0,0,3411.430841,0,0,0,0.25,16,0,6000,682.561453,1166.814409,0,12
C14360,1868.523786,1,27.89,27.89,0,47.998873,0.083333,0.083333,0,0.083333,1,2,2000,440.707307,517.115912,0,12
C14361,1000.235038,1,79.41,79.41,0,0,0.166667,0.166667,0,0,0,2,6500,868.377193,264.329249,0,12
C14362,1046.952264,1,504,0,504,0,1,0,1,0,0,12,1000,759.461397,845.861144,0,12
C14363,1832.539694,1,1311.8,1076.16,235.64,0,0.75,0.5,0.416667,0,0,30,2500,384.218293,652.773095,0,12
C14364,59.35799,0.454545,608.8,608.8,0,0,0.333333,0.333333,0,0,0,6,6000,1531.142227,133.914917,1,12
C14365,48.068313,0.7,788.08,448,340.08,0,0.8,0.2,0.5,0,0,10,13000,689.403349,85.608786,0.555556,10
C14366,570.657071,1,950.39,540.36,410.03,340.308868,0.833333,0.416667,0.333333,0.166667,2,16,4000,549.682725,254.640736,0,12
C14367,8040.732429,1,0,0,0,3500.334072,0,0,0,0.333333,21,0,12000,2709.478892,2044.554634,0,12
C14368,1121.44991,1,219.4,85,134.4,0,0.666667,0.083333,0.666667,0,0,9,1200,591.736846,747.662321,0,12
C14369,1168.844004,0.454545,1310.31,1310.31,0,1502.01432,0.083333,0.083333,0,0.083333,5,1,3500,272.821647,1227.013099,0,12
C14370,12596.42194,1,0,0,0,3252.260115,0,0,0,0.083333,6,0,14000,3031.587665,2946.488163,0,12
C14371,1000.931473,1,0,0,0,374.200459,0,0,0,0.083333,1,0,1200,304.037261,290.949378,0,12
C14372,10.564262,0.545455,240.25,240.25,0,0,0.5,0.5,0,0,0,8,2700,469.841016,110.128101,1,12
C14373,13.07784,0.454545,69.5,69.5,0,0,0.083333,0.083333,0,0,0,1,400,98.275388,62.529499,0.1,12
C14374,2891.926512,1,561.25,561.25,0,1991.754101,0.5,0.5,0,0.666667,12,6,7700,597.664886,962.397668,0,12
C14375,1832.940008,1,1839.69,914.19,925.5,0,0.583333,0.416667,0.416667,0,0,35,5000,477.773934,602.380043,0,12
C14376,13.713339,0.636364,504.08,137.9,366.18,0,0.583333,0.083333,0.5,0,0,11,4500,448.622511,76.110182,0.4,12
